[2026-07-07 07:59:21 +08:00] Peer e45myl1f is still running at PID 27812; waiting.
[2026-07-11 01:10:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:10:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:11:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:11:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:12:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:12:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:13:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:13:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:14:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:14:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:15:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:15:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:16:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:16:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:17:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:17:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:18:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:18:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:19:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:19:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:20:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:20:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:21:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:21:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:22:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:22:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:23:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:23:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:24:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:24:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:25:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:25:55 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:26:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:26:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:27:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:27:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:28:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:28:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:29:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:29:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:30:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:30:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:31:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:31:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:32:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:32:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:33:54 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:33:54 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:34:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:34:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:35:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:35:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:36:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:36:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:37:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:37:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:38:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:38:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:39:53 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:39:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:40:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:40:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:41:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:41:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:42:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:42:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:43:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:43:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:44:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:44:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:45:53 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:45:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:46:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:46:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:47:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:47:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:48:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:48:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:49:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:49:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:50:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:50:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:51:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:51:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:52:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:52:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:53:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:53:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:54:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:54:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:55:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:55:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:56:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:56:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:57:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:57:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:58:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:58:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 01:59:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 01:59:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:00:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:00:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:01:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:01:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:02:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:02:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:03:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:03:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:04:53 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:04:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:05:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:05:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:06:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:06:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:07:53 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:07:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:08:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:08:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:09:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:09:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:10:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:10:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:11:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:11:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:12:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:12:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:13:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:13:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:14:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:14:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:15:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:15:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:16:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:16:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:17:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:17:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:18:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:18:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:19:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:19:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:20:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:20:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:21:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:21:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:22:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:22:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:23:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:23:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:24:53 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:24:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:25:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:25:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:26:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:26:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:27:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:27:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:28:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:28:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:29:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:29:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:30:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:30:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:31:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:31:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:32:53 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:32:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:33:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:33:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:34:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:34:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:35:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:35:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:36:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:36:53 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:37:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:37:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:38:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:38:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:39:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:39:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:40:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:40:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:41:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:41:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:42:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:42:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:43:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:43:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:44:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:44:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:45:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:45:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:46:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:46:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:47:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:47:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:48:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:48:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:49:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:49:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:50:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:50:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:51:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:51:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:52:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:52:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:53:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:53:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:54:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:54:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:55:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:55:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:56:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:56:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:57:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:57:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:58:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:58:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 02:59:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 02:59:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:00:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:00:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:01:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:01:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:02:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:02:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:03:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:03:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:04:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:04:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:05:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:05:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:06:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:06:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:07:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:07:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:08:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:08:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:09:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:09:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:10:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:10:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:11:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:11:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:12:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:12:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:13:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:13:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:14:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:14:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:15:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:15:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:16:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:16:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:17:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:17:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:18:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:18:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:19:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:19:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:20:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:20:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:21:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:21:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:22:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:22:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:23:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:23:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:24:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:24:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:25:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:25:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:26:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:26:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:27:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:27:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:28:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:28:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:29:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:29:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:30:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:30:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:31:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:31:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:32:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:32:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:33:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:33:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:34:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:34:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:35:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:35:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:36:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:36:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:37:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:37:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:38:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:38:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-11 03:39:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-11 03:39:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
